Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$O,        03/25/2019,        L,        1.0%,       -0.71%,       -4.55%,       -30.83%,       3.15%,       5.03%
$PEGA,        03/25/2019,        I,        1.6%,       4.89%,       16.7%,       9.94%,       -2.15%,       -2.14%
$TMO,        03/25/2019,        I,        0.98%,       2.75%,       -2.69%,       4.92%,       2.0%,       6.62%
$XLNX,        03/25/2019,        L,        2.01%,       4.51%,       12.56%,       -38.04%,       -0.92%,       1.12%
$AAPL,        03/22/2019,        D,        -1.21%,       -0.58%,       7.06%,       17.44%,       2.65%,       11.06%
$AAXN,        03/22/2019,        L,        1.61%,       4.53%,       16.7%,       21.83%,       8.53%,       -7.05%
$ACN,        03/22/2019,        D,        -0.1%,       6.52%,       7.76%,       -13.04%,       -0.69%,       3.46%
$ADBE,        03/22/2019,        D,        0.99%,       2.62%,       4.82%,       18.32%,       1.01%,       0.62%
$CGC,        03/22/2019,        D,        -0.34%,       -2.28%,       8.72%,       -71.83%,       -3.29%,       -4.08%
$EPD,        03/22/2019,        L,        0.07%,       0.03%,       0.89%,       -54.31%,       3.41%,       2.03%
$IRDM,        03/22/2019,        I,        1.06%,       0.15%,       0.76%,       -24.51%,       5.6%,       19.3%
$LULU,        03/22/2019,        D,        2.35%,       14.43%,       20.82%,       20.31%,       1.0%,       -3.31%
$MRK,        03/22/2019,        L,        0.07%,       1.07%,       -10.73%,       -19.31%,       0.88%,       3.6%
$NKE,        03/22/2019,        D,        0.17%,       2.46%,       6.29%,       -23.59%,       -5.31%,       -3.12%
$OLLI,        03/22/2019,        D,        1.71%,       7.43%,       16.04%,       -49.53%,       -0.04%,       -10.06%
$PLNT,        03/22/2019,        I,        0.94%,       2.92%,       10.45%,       -43.88%,       -0.79%,       14.18%
$PVH,        03/22/2019,        D,        1.85%,       13.75%,       22.12%,       -72.9%,       -2.99%,       -6.01%
$AAPL,        03/21/2019,        D,        -2.07%,       -3.27%,       4.84%,       17.5%,       6.18%,       14.13%
$AMD,        03/21/2019,        D,        -5.45%,       -10.15%,       1.04%,       42.02%,       22.22%,       16.45%
$BRK.B,        03/21/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$CNC,        03/21/2019,        L,        -3.0%,       -10.34%,       -18.38%,       -17.08%,       -0.79%,       -8.54%
$CRM,        03/21/2019,        D,        -3.26%,       -7.05%,       -4.91%,       -16.53%,       3.91%,       3.95%
$ELY,        03/21/2019,        L,        -5.35%,       -4.44%,       1.14%,       -56.34%,       -1.42%,       -0.54%
$GIS,        03/21/2019,        D,        1.4%,       2.9%,       3.42%,       6.65%,       5.44%,       9.4%
$ISRG,        03/21/2019,        L,        -2.89%,       -2.61%,       -15.04%,       -31.8%,       3.45%,       5.44%
$LRCX,        03/21/2019,        D,        -2.37%,       -4.42%,       6.21%,       2.23%,       4.12%,       1.94%
$MU,        03/21/2019,        D,        -5.39%,       -10.57%,       -1.34%,       -17.91%,       14.53%,       4.84%
$NOW,        03/21/2019,        D,        -3.88%,       -3.04%,       -3.31%,       1.49%,       3.87%,       6.98%
$NVDA,        03/21/2019,        D,        -3.5%,       -3.64%,       2.46%,       11.86%,       11.1%,       17.43%
$PEP,        03/21/2019,        D,        1.07%,       2.01%,       5.86%,       -12.99%,       3.41%,       3.03%
$TNDM,        03/21/2019,        L,        -6.53%,       -13.32%,       -22.84%,       -32.1%,       2.21%,       46.48%
$TWLO,        03/21/2019,        D,        -4.52%,       -7.32%,       -5.68%,       -37.98%,       4.35%,       20.51%
$WTR,        03/21/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$ZBRA,        03/21/2019,        D,        -5.07%,       -4.51%,       5.59%,       -17.83%,       2.65%,       9.52%
$ZEN,        03/21/2019,        D,        -3.29%,       -2.71%,       -3.57%,       -33.58%,       3.23%,       9.7%
$ZS,        03/21/2019,        D,        -5.59%,       1.62%,       -8.09%,       -23.28%,       4.45%,       39.87%
$CSCO,        03/20/2019,        L,        1.28%,       -0.23%,       5.78%,       -29.2%,       1.27%,       7.75%
$GDOT,        03/20/2019,        I,        1.94%,       -2.89%,       0.3%,       -66.41%,       6.57%,       -18.19%
$GOLD,        03/20/2019,        L,        1.3%,       8.7%,       -1.07%,       22.65%,       -1.8%,       1.24%
$PETQ,        03/20/2019,        I,        3.48%,       1.3%,       0.97%,       -28.99%,       7.86%,       0.71%
$RNG,        03/20/2019,        L,        3.62%,       -1.53%,       0.66%,       71.11%,       1.78%,       2.87%
$SAGE,        03/20/2019,        I,        3.62%,       4.13%,       8.56%,       -81.51%,       -3.93%,       -5.26%
$SPLK,        03/20/2019,        L,        1.91%,       -7.31%,       0.01%,       -17.29%,       4.62%,       -4.59%
$XLNX,        03/20/2019,        L,        2.96%,       -0.93%,       6.44%,       -40.26%,       2.75%,       5.87%
$AMD,        03/19/2019,        D,        -1.15%,       -1.19%,       6.46%,       50.46%,       10.69%,       9.8%
$BABA,        03/19/2019,        L,        -0.47%,       -2.23%,       2.64%,       -1.17%,       0.84%,       9.62%
$CMG,        03/19/2019,        L,        -0.01%,       3.45%,       5.13%,       -30.13%,       5.53%,       9.9%
$COST,        03/19/2019,        D,        -0.03%,       0.85%,       3.7%,       29.72%,       1.76%,       9.51%
$CVS,        03/19/2019,        D,        -1.63%,       -2.98%,       -7.81%,       0.16%,       4.46%,       -17.89%
$FDX,        03/19/2019,        I,        -3.49%,       -3.45%,       9.23%,       -45.05%,       2.39%,       1.18%
$GH,        03/19/2019,        L,        -3.45%,       -14.72%,       -22.71%,       -32.04%,       23.28%,       78.64%
$HCA,        03/19/2019,        L,        -1.13%,       -5.03%,       -15.65%,       -50.13%,       6.01%,       -5.3%
$HD,        03/19/2019,        D,        1.07%,       2.83%,       11.69%,       -15.48%,       0.07%,       -4.29%
$IBM,        03/19/2019,        L,        -0.63%,       -0.19%,       -0.11%,       -26.29%,       1.6%,       1.78%
$NCLH,        03/19/2019,        I,        -0.43%,       -2.91%,       1.44%,       -86.15%,       1.37%,       5.81%
$NTNX,        03/19/2019,        I,        6.44%,       3.45%,       10.44%,       -67.0%,       4.3%,       -27.67%
$NVDA,        03/19/2019,        D,        -0.75%,       0.66%,       6.03%,       15.43%,       8.12%,       11.68%
$PG,        03/19/2019,        L,        -0.18%,       1.1%,       4.07%,       15.26%,       1.85%,       3.47%
$ULTA,        03/19/2019,        F,        -1.09%,       2.53%,       4.91%,       -61.57%,       7.4%,       9.17%
$UNH,        03/19/2019,        D,        -2.58%,       -5.34%,       -13.76%,       -15.58%,       4.58%,       -5.16%
$WMT,        03/19/2019,        D,        -1.21%,       -1.53%,       3.34%,       22.76%,       1.5%,       -0.14%
$BAC,        03/14/2019,        L,        -0.54%,       -4.34%,       1.29%,       -17.99%,       3.19%,       2.68%
$DELL,        03/14/2019,        F,        5.33%,       6.17%,       11.72%,       -37.13%,       7.62%,       6.68%
$OKTA,        03/14/2019,        L,        -4.43%,       3.13%,       15.46%,       29.45%,       2.06%,       -2.06%
$SRPT,        03/14/2019,        L,        -0.81%,       -2.13%,       -7.45%,       -22.86%,       -3.37%,       -2.63%
$WEN,        03/14/2019,        L,        -1.01%,       -0.83%,       10.54%,       0.0%,       2.13%,       -5.14%
$AAPL,        03/13/2019,        D,        1.11%,       3.55%,       9.44%,       36.61%,       4.12%,       7.25%
$APHA,        03/13/2019,        L,        -0.83%,       5.42%,       5.21%,       -77.19%,       -4.76%,       14.56%
$DXCM,        03/13/2019,        D,        -0.41%,       -0.88%,       -20.06%,       67.94%,       2.82%,       -2.49%
$EW,        03/13/2019,        L,        0.06%,       6.18%,       7.76%,       5.12%,       3.67%,       2.65%
$FB,        03/13/2019,        D,        -1.85%,       -4.57%,       3.31%,       -10.9%,       0.5%,       4.57%
$GOLD,        03/13/2019,        L,        -1.8%,       -1.8%,       0.52%,       26.44%,       7.66%,       -0.6%
$MA,        03/13/2019,        D,        0.44%,       0.61%,       4.52%,       5.69%,       1.8%,       5.25%
$NEWR,        03/13/2019,        L,        0.67%,       -1.78%,       -4.92%,       -62.83%,       3.27%,       1.34%
$NSP,        03/13/2019,        L,        0.83%,       0.19%,       4.74%,       -59.31%,       1.15%,       -6.4%
$PYPL,        03/13/2019,        D,        -0.28%,       3.02%,       9.23%,       -2.37%,       2.95%,       7.14%
$REGN,        03/13/2019,        D,        -0.37%,       -0.86%,       -6.37%,       5.59%,       -3.46%,       0.12%
$SQ,        03/13/2019,        D,        -0.6%,       -3.33%,       -3.3%,       -31.19%,       3.61%,       4.75%
$TJX,        03/13/2019,        F,        -0.72%,       0.11%,       2.84%,       -5.95%,       1.06%,       6.88%
$TNDM,        03/13/2019,        D,        0.77%,       0.36%,       -12.08%,       -17.52%,       12.69%,       60.96%
$V,        03/13/2019,        D,        1.13%,       0.84%,       4.7%,       4.99%,       3.15%,       8.29%
$AMD,        03/12/2019,        D,        -0.47%,       10.69%,       18.31%,       94.55%,       -0.04%,       1.91%
$AVAV,        03/12/2019,        L,        -2.15%,       -12.03%,       -15.73%,       -32.11%,       5.06%,       6.26%
$AVGO,        03/12/2019,        D,        0.59%,       11.01%,       14.75%,       -8.77%,       -2.66%,       -1.62%
$BABA,        03/12/2019,        L,        0.04%,       0.84%,       2.41%,       10.12%,       -2.36%,       7.93%
$COUP,        03/12/2019,        I,        -0.63%,       5.36%,       5.71%,       33.51%,       -3.32%,       -3.83%
$CRL,        03/12/2019,        L,        0.73%,       3.79%,       2.65%,       -2.77%,       -0.21%,       12.01%
$FB,        03/12/2019,        D,        0.84%,       -6.02%,       3.25%,       -0.98%,       0.39%,       2.74%
$LRCX,        03/12/2019,        D,        -0.96%,       4.24%,       11.19%,       60.78%,       -0.85%,       -1.85%
$MU,        03/12/2019,        D,        -1.07%,       2.85%,       7.72%,       11.39%,       -1.85%,       1.74%
$NKE,        03/12/2019,        D,        0.59%,       2.65%,       -0.5%,       -1.67%,       -0.01%,       3.73%
$NVDA,        03/12/2019,        D,        3.75%,       8.12%,       17.86%,       51.66%,       3.83%,       9.68%
$NVTA,        03/12/2019,        L,        2.37%,       8.39%,       14.71%,       -30.39%,       13.68%,       63.93%
$ORA,        03/12/2019,        L,        -1.11%,       -1.09%,       1.56%,       12.28%,       0.14%,       -2.3%
$SCHW,        03/12/2019,        L,        0.95%,       3.98%,       0.61%,       -26.28%,       -4.12%,       -1.72%
$SWKS,        03/12/2019,        D,        -0.6%,       1.41%,       7.27%,       9.21%,       0.46%,       0.67%
$VMW,        03/12/2019,        I,        0.95%,       4.81%,       9.88%,       -39.47%,       1.41%,       11.05%
$AAPL,        03/11/2019,        D,        1.12%,       5.1%,       12.14%,       59.5%,       1.73%,       4.98%
$AKAM,        03/11/2019,        L,        0.33%,       0.38%,       4.38%,       19.75%,       2.35%,       7.23%
$AMBA,        03/11/2019,        L,        0.5%,       -1.53%,       5.08%,       7.74%,       8.82%,       16.52%
$CMG,        03/11/2019,        L,        2.29%,       6.31%,       16.53%,       13.67%,       -0.32%,       5.85%
$COST,        03/11/2019,        D,        1.42%,       3.0%,       6.93%,       34.7%,       5.16%,       10.56%
$FB,        03/11/2019,        D,        -0.09%,       -6.74%,       3.34%,       3.56%,       2.81%,       2.83%
$FLDM,        03/11/2019,        L,        3.25%,       18.14%,       20.7%,       -75.28%,       0.86%,       25.03%
$KSS,        03/11/2019,        D,        0.22%,       -0.63%,       2.82%,       -54.55%,       4.63%,       7.23%
$NVDA,        03/11/2019,        D,        0.86%,       4.85%,       19.21%,       62.02%,       2.78%,       8.75%
$TWTR,        03/11/2019,        L,        0.94%,       0.68%,       12.57%,       11.14%,       1.21%,       2.87%
$VEEV,        03/11/2019,        I,        0.47%,       3.35%,       14.75%,       23.49%,       2.81%,       2.84%
$VZ,        03/11/2019,        L,        -0.26%,       0.85%,       1.79%,       -1.84%,       2.38%,       6.73%
$ADBE,        03/08/2019,        D,        2.44%,       0.92%,       5.52%,       20.04%,       -3.51%,       0.15%
$CGC,        03/08/2019,        L,        1.34%,       1.08%,       -5.93%,       -70.88%,       -3.51%,       -2.43%
$PLNT,        03/08/2019,        F,        2.64%,       5.09%,       10.31%,       -11.54%,       4.69%,       10.57%
$STWD,        03/08/2019,        L,        0.86%,       1.67%,       1.94%,       -7.34%,       -0.27%,       0.27%
$TTWO,        03/08/2019,        L,        3.17%,       7.48%,       8.33%,       30.84%,       -1.45%,       -5.93%
$ULTA,        03/08/2019,        D,        1.1%,       10.45%,       15.69%,       -23.07%,       -2.83%,       4.41%
$WDFC,        03/08/2019,        I,        -0.16%,       -0.32%,       -3.64%,       4.16%,       -1.16%,       -1.98%
$EXAS,        03/07/2019,        L,        1.03%,       13.79%,       9.95%,       -22.39%,       -7.14%,       -2.99%
$FNKO,        03/07/2019,        F,        11.3%,       18.61%,       20.57%,       -61.1%,       -10.56%,       1.89%
$GOLD,        03/07/2019,        I,        2.38%,       3.8%,       7.05%,       68.09%,       -0.08%,       -5.46%
$INTU,        03/07/2019,        L,        0.18%,       4.62%,       6.25%,       12.53%,       -0.69%,       9.33%
$AZO,        03/06/2019,        D,        0.56%,       0.56%,       12.1%,       10.11%,       2.57%,       7.58%
$BMY,        03/06/2019,        I,        -2.61%,       -3.63%,       -11.82%,       14.39%,       3.79%,       4.01%
$CSCO,        03/06/2019,        D,        -0.74%,       1.78%,       6.85%,       -23.42%,       0.16%,       9.12%
$DLTR,        03/06/2019,        I,        2.8%,       2.2%,       5.62%,       -22.28%,       4.78%,       1.84%
$FDX,        03/06/2019,        L,        -2.99%,       0.76%,       6.58%,       -27.08%,       -2.0%,       -2.49%
$FNKO,        03/06/2019,        L,        -4.87%,       9.14%,       17.33%,       -61.28%,       -7.2%,       3.77%
$FOLD,        03/06/2019,        L,        -0.31%,       6.04%,       10.09%,       -24.39%,       5.23%,       8.37%
$AMP,        03/05/2019,        L,        -1.74%,       -4.24%,       5.49%,       11.01%,       -0.66%,       2.55%
